form	wsafter	testid	anas	lemma	xpostag
illetőséggel	" "	.	[{"lemma": "illetőség", "tag": "[/N][Ins]", "morphana": "illik[/V]=ill+et[_Caus/V]=et+ő[_ImpfPtcp/Adj]=ő+ség[_Nz_Abstr/N]=ség+gel[Ins]=gel", "readable": "illik[/V]=ill + et[_Caus/V] + ő[_ImpfPtcp/Adj] + ség[_Nz_Abstr/N] + gel[Ins]", "twolevel": "i:i l:l l:l :i :k :[/V] e:e t:t :[_Caus/V] ő:ő :[_ImpfPtcp/Adj] s:s é:é g:g :[_Nz_Abstr/N] g:g e:e l:l :[Ins]"}, {"lemma": "illetőség", "tag": "[/N][Ins]", "morphana": "illet[/V]=illet+ő[_ImpfPtcp/Adj]=ő+ség[_Nz_Abstr/N]=ség+gel[Ins]=gel", "readable": "illet[/V] + ő[_ImpfPtcp/Adj] + ség[_Nz_Abstr/N] + gel[Ins]", "twolevel": "i:i l:l l:l e:e t:t :[/V] ő:ő :[_ImpfPtcp/Adj] s:s é:é g:g :[_Nz_Abstr/N] g:g e:e l:l :[Ins]"}, {"lemma": "illetőség", "tag": "[/N][Ins]", "morphana": "illető[/N]=illető+ség[_Nz_Abstr/N]=ség+gel[Ins]=gel", "readable": "illető[/N] + ség[_Nz_Abstr/N] + gel[Ins]", "twolevel": "i:i l:l l:l e:e t:t ő:ő :[/N] s:s é:é g:g :[_Nz_Abstr/N] g:g e:e l:l :[Ins]"}, {"lemma": "illetőség", "tag": "[/N][Ins]", "morphana": "illetőség[/N]=illetőség+gel[Ins]=gel", "readable": "illetőség[/N] + gel[Ins]", "twolevel": "i:i l:l l:l e:e t:t ő:ő s:s é:é g:g :[/N] g:g e:e l:l :[Ins]"}]	illetőség	[/N][Ins]
bíró	" "	.	[{"lemma": "bíró", "tag": "[/Adj][Nom]", "morphana": "bír[/V]=bír+ó[_ImpfPtcp/Adj]=ó+[Nom]=", "readable": "bír[/V] + ó[_ImpfPtcp/Adj] + [Nom]", "twolevel": "b:b í:í r:r :[/V] ó:ó :[_ImpfPtcp/Adj] :[Nom]"}, {"lemma": "bíró", "tag": "[/N][Nom]", "morphana": "bíró[/N]=bíró+[Nom]=", "readable": "bíró[/N] + [Nom]", "twolevel": "b:b í:í r:r ó:ó :[/N] :[Nom]"}]	bíró	[/Adj][Nom]
személynek	" "	.	[{"lemma": "személy", "tag": "[/N][Dat]", "morphana": "személy[/N]=személy+nek[Dat]=nek", "readable": "személy[/N] + nek[Dat]", "twolevel": "s:s z:z e:e m:m é:é l:l y:y :[/N] n:n e:e k:k :[Dat]"}]	személy	[/N][Dat]
fizetik	""	.	[{"lemma": "fizet", "tag": "[/V][Prs.Def.3Pl]", "morphana": "fizet[/V]=fizet+ik[Prs.Def.3Pl]=ik", "readable": "fizet[/V] + ik[Prs.Def.3Pl]", "twolevel": "f:f i:i z:z e:e t:t :[/V] i:i k:k :[Prs.Def.3Pl]"}]	fizet	[/V][Prs.Def.3Pl]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
vagy	" "	.	[{"lemma": "vagy", "tag": "[/Adv]", "morphana": "vagy[/Adv]=vagy", "readable": "vagy[/Adv]", "twolevel": "v:v a:a g:g y:y :[/Adv]"}, {"lemma": "vagy", "tag": "[/Cnj]", "morphana": "vagy[/Cnj]=vagy", "readable": "vagy[/Cnj]", "twolevel": "v:v a:a g:g y:y :[/Cnj]"}, {"lemma": "van", "tag": "[/V][Prs.NDef.2Sg]", "morphana": "van[/V]=vagy+[Prs.NDef.2Sg]=", "readable": "van[/V]=vagy + [Prs.NDef.2Sg]", "twolevel": "v:v a:a g:n y: :[/V] :[Prs.NDef.2Sg]"}]	vagy	[/Cnj]
ha	" "	.	[{"lemma": "ha", "tag": "[/Cnj]", "morphana": "ha[/Cnj]=ha", "readable": "ha[/Cnj]", "twolevel": "h:h a:a :[/Cnj]"}, {"lemma": "ha", "tag": "[/Inj-Utt]", "morphana": "ha[/Inj-Utt]=ha", "readable": "ha[/Inj-Utt]", "twolevel": "h:h a:a :[/Inj-Utt]"}, {"lemma": "ha", "tag": "[/N][Nom]", "morphana": "ha[/N|Unit|Abbr]=ha+[Nom]=", "readable": "ha[/N|Unit|Abbr] + [Nom]", "twolevel": "h:h a:a :[/N|Unit|Abbr] :[Nom]"}]	ha	[/Cnj]
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Pro][Nom]
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
érdekeltség	""	.	[{"lemma": "érdekeltség", "tag": "[/N][Nom]", "morphana": "érdekel[/V]=érdekel+t[_PerfPtcp/Adj]=t+ség[_Nz_Abstr/N]=ség+[Nom]=", "readable": "érdekel[/V] + t[_PerfPtcp/Adj] + ség[_Nz_Abstr/N] + [Nom]", "twolevel": "é:é r:r d:d e:e k:k e:e l:l :[/V] t:t :[_PerfPtcp/Adj] s:s é:é g:g :[_Nz_Abstr/N] :[Nom]"}, {"lemma": "érdekeltség", "tag": "[/N][Nom]", "morphana": "érdekelt[/Adj]=érdekelt+ség[_Nz_Abstr/N]=ség+[Nom]=", "readable": "érdekelt[/Adj] + ség[_Nz_Abstr/N] + [Nom]", "twolevel": "é:é r:r d:d e:e k:k e:e l:l t:t :[/Adj] s:s é:é g:g :[_Nz_Abstr/N] :[Nom]"}, {"lemma": "érdekeltség", "tag": "[/N][Nom]", "morphana": "érdekelt[/N]=érdekelt+ség[_Nz_Abstr/N]=ség+[Nom]=", "readable": "érdekelt[/N] + ség[_Nz_Abstr/N] + [Nom]", "twolevel": "é:é r:r d:d e:e k:k e:e l:l t:t :[/N] s:s é:é g:g :[_Nz_Abstr/N] :[Nom]"}, {"lemma": "érdekeltség", "tag": "[/N][Nom]", "morphana": "érdekeltség[/N]=érdekeltség+[Nom]=", "readable": "érdekeltség[/N] + [Nom]", "twolevel": "é:é r:r d:d e:e k:k e:e l:l t:t s:s é:é g:g :[/N] :[Nom]"}]	érdekeltség	[/N][Nom]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
mely	" "	.	[{"lemma": "amely", "tag": "[/Det|Pro|Rel]", "morphana": "amely[/Det|Pro|Rel]=mely", "readable": "amely[/Det|Pro|Rel]=mely", "twolevel": "m:a e:m l:e y:l :y :[/Det|Pro|Rel]"}, {"lemma": "amely", "tag": "[/N|Pro|Rel][Nom]", "morphana": "amely[/N|Pro|Rel]=mely+[Nom]=", "readable": "amely[/N|Pro|Rel]=mely + [Nom]", "twolevel": "m:a e:m l:e y:l :y :[/N|Pro|Rel] :[Nom]"}, {"lemma": "mely", "tag": "[/Det|Pro|Int]", "morphana": "mely[/Det|Pro|Int]=mely", "readable": "mely[/Det|Pro|Int]", "twolevel": "m:m e:e l:l y:y :[/Det|Pro|Int]"}]	amely	[/Det|Pro|Rel]
után	" "	.	[{"lemma": "után", "tag": "[/Post]", "morphana": "után[/Post]=után", "readable": "után[/Post]", "twolevel": "u:u t:t á:á n:n :[/Post]"}]	után	[/Post]
az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
osztalékot	" "	.	[{"lemma": "osztalék", "tag": "[/N][Acc]", "morphana": "osztalék[/N]=osztalék+ot[Acc]=ot", "readable": "osztalék[/N] + ot[Acc]", "twolevel": "o:o s:s z:z t:t a:a l:l é:é k:k :[/N] o:o t:t :[Acc]"}]	osztalék	[/N][Acc]
fizetik	""	.	[{"lemma": "fizet", "tag": "[/V][Prs.Def.3Pl]", "morphana": "fizet[/V]=fizet+ik[Prs.Def.3Pl]=ik", "readable": "fizet[/V] + ik[Prs.Def.3Pl]", "twolevel": "f:f i:i z:z e:e t:t :[/V] i:i k:k :[Prs.Def.3Pl]"}]	fizet	[/V][Prs.Def.3Pl]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
ténylegesen	" "	.	[{"lemma": "tényleges", "tag": "[/Adj][Supe]", "morphana": "tényleg[/Adv]=tényleg+es[_Adjz:s/Adj]=es+en[Supe]=en", "readable": "tényleg[/Adv] + es[_Adjz:s/Adj] + en[Supe]", "twolevel": "t:t é:é n:n y:y l:l e:e g:g :[/Adv] e:e s:s :[_Adjz:s/Adj] e:e n:n :[Supe]"}, {"lemma": "tényleges", "tag": "[/Adj][_Manner/Adv]", "morphana": "tényleg[/Adv]=tényleg+es[_Adjz:s/Adj]=es+en[_Manner/Adv]=en", "readable": "tényleg[/Adv] + es[_Adjz:s/Adj] + en[_Manner/Adv]", "twolevel": "t:t é:é n:n y:y l:l e:e g:g :[/Adv] e:e s:s :[_Adjz:s/Adj] e:e n:n :[_Manner/Adv]"}, {"lemma": "tényleges", "tag": "[/Adj][Supe]", "morphana": "tényleges[/Adj]=tényleges+en[Supe]=en", "readable": "tényleges[/Adj] + en[Supe]", "twolevel": "t:t é:é n:n y:y l:l e:e g:g e:e s:s :[/Adj] e:e n:n :[Supe]"}, {"lemma": "tényleges", "tag": "[/Adj][_Manner/Adv]", "morphana": "tényleges[/Adj]=tényleges+en[_Manner/Adv]=en", "readable": "tényleges[/Adj] + en[_Manner/Adv]", "twolevel": "t:t é:é n:n y:y l:l e:e g:g e:e s:s :[/Adj] e:e n:n :[_Manner/Adv]"}]	tényleges	[/Adj][_Manner/Adv]
ebben	" "	.	[{"lemma": "eb", "tag": "[/N][Ine]", "morphana": "eb[/N]=eb+ben[Ine]=ben", "readable": "eb[/N] + ben[Ine]", "twolevel": "e:e b:b :[/N] b:b e:e n:n :[Ine]"}, {"lemma": "ez", "tag": "[/Det|Pro][Ine]", "morphana": "ez[/Det|Pro]=eb+ben[Ine]=ben", "readable": "ez[/Det|Pro]=eb + ben[Ine]", "twolevel": "e:e b:z :[/Det|Pro] b:b e:e n:n :[Ine]"}, {"lemma": "ez", "tag": "[/N|Pro][Ine]", "morphana": "ez[/N|Pro]=eb+ben[Ine]=ben", "readable": "ez[/N|Pro]=eb + ben[Ine]", "twolevel": "e:e b:z :[/N|Pro] b:b e:e n:n :[Ine]"}]	ez	[/Det|Pro][Ine]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
másik	" "	.	[{"lemma": "másik", "tag": "[/Adj|Pro][Nom]", "morphana": "másik[/Adj|Pro]=másik+[Nom]=", "readable": "másik[/Adj|Pro] + [Nom]", "twolevel": "m:m á:á s:s i:i k:k :[/Adj|Pro] :[Nom]"}]	másik	[/Adj|Pro][Nom]
Államban	" "	.	[{"lemma": "áll", "tag": "[/N][Poss.1Sg][Ine]", "morphana": "áll[/N]=áll+am[Poss.1Sg]=am+ban[Ine]=ban", "readable": "áll[/N] + am[Poss.1Sg] + ban[Ine]", "twolevel": "á:á l:l l:l :[/N] a:a m:m :[Poss.1Sg] b:b a:a n:n :[Ine]"}, {"lemma": "állam", "tag": "[/N][Ine]", "morphana": "állam[/N]=állam+ban[Ine]=ban", "readable": "állam[/N] + ban[Ine]", "twolevel": "á:á l:l l:l a:a m:m :[/N] b:b a:a n:n :[Ine]"}]	állam	[/N][Ine]
lévő	" "	.	[{"lemma": "lévő", "tag": "[/Adj][Nom]", "morphana": "lesz[/V]=lév+ő[_ImpfPtcp/Adj]=ő+[Nom]=", "readable": "lesz[/V]=lév + ő[_ImpfPtcp/Adj] + [Nom]", "twolevel": "l:l é:e v:s :z :[/V] ő:ő :[_ImpfPtcp/Adj] :[Nom]"}, {"lemma": "lévő", "tag": "[/Adj][Nom]", "morphana": "van[/V]=lév+ő[_ImpfPtcp/Adj]=ő+[Nom]=", "readable": "van[/V]=lév + ő[_ImpfPtcp/Adj] + [Nom]", "twolevel": "l:v é:a v:n :[/V] ő:ő :[_ImpfPtcp/Adj] :[Nom]"}]	lévő	[/Adj][Nom]
telephelyhez	" "	.	[{"lemma": "telephely", "tag": "[/N][All]", "morphana": "telep[/N]=telep+hely[/N]=hely+hez[All]=hez", "readable": "telep[/N] + hely[/N] + hez[All]", "twolevel": "t:t e:e l:l e:e p:p :[/N] h:h e:e l:l y:y :[/N] h:h e:e z:z :[All]"}, {"lemma": "telephely", "tag": "[/N][All]", "morphana": "telephely[/N]=telephely+hez[All]=hez", "readable": "telephely[/N] + hez[All]", "twolevel": "t:t e:e l:l e:e p:p h:h e:e l:l y:y :[/N] h:h e:e z:z :[All]"}]	telephely	[/N][All]
vagy	" "	.	[{"lemma": "vagy", "tag": "[/Adv]", "morphana": "vagy[/Adv]=vagy", "readable": "vagy[/Adv]", "twolevel": "v:v a:a g:g y:y :[/Adv]"}, {"lemma": "vagy", "tag": "[/Cnj]", "morphana": "vagy[/Cnj]=vagy", "readable": "vagy[/Cnj]", "twolevel": "v:v a:a g:g y:y :[/Cnj]"}, {"lemma": "van", "tag": "[/V][Prs.NDef.2Sg]", "morphana": "van[/V]=vagy+[Prs.NDef.2Sg]=", "readable": "van[/V]=vagy + [Prs.NDef.2Sg]", "twolevel": "v:v a:a g:n y: :[/V] :[Prs.NDef.2Sg]"}]	vagy	[/Cnj]
állandó	" "	.	[{"lemma": "állandó", "tag": "[/Adj][Nom]", "morphana": "áll[/V]=áll+andó[_FutPtcp/Adj]=andó+[Nom]=", "readable": "áll[/V] + andó[_FutPtcp/Adj] + [Nom]", "twolevel": "á:á l:l l:l :[/V] a:a n:n d:d ó:ó :[_FutPtcp/Adj] :[Nom]"}, {"lemma": "állandó", "tag": "[/Adj][Nom]", "morphana": "állandó[/Adj]=állandó+[Nom]=", "readable": "állandó[/Adj] + [Nom]", "twolevel": "á:á l:l l:l a:a n:n d:d ó:ó :[/Adj] :[Nom]"}, {"lemma": "állandó", "tag": "[/N][Nom]", "morphana": "állandó[/N]=állandó+[Nom]=", "readable": "állandó[/N] + [Nom]", "twolevel": "á:á l:l l:l a:a n:n d:d ó:ó :[/N] :[Nom]"}]	állandó	[/Adj][Nom]
bázishoz	" "	.	[{"lemma": "bázis", "tag": "[/N][All]", "morphana": "bázis[/N]=bázis+hoz[All]=hoz", "readable": "bázis[/N] + hoz[All]", "twolevel": "b:b á:á z:z i:i s:s :[/N] h:h o:o z:z :[All]"}]	bázis	[/N][All]
tartozik	""	.	[{"lemma": "tartozik", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "tartozik[/V]=tartoz+ik[Prs.NDef.3Sg]=ik", "readable": "tartozik[/V]=tartoz + ik[Prs.NDef.3Sg]", "twolevel": "t:t a:a r:r t:t o:o z:z :i :k :[/V] i:i k:k :[Prs.NDef.3Sg]"}]	tartozik	[/V][Prs.NDef.3Sg]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
sem	" "	.	[{"lemma": "sem", "tag": "[/Adv]", "morphana": "sem[/Adv]=sem", "readable": "sem[/Adv]", "twolevel": "s:s e:e m:m :[/Adv]"}, {"lemma": "sem", "tag": "[/Cnj]", "morphana": "sem[/Cnj]=sem", "readable": "sem[/Cnj]", "twolevel": "s:s e:e m:m :[/Cnj]"}]	sem	[/Cnj]
pedig	" "	.	[{"lemma": "pedig", "tag": "[/Cnj]", "morphana": "pedig[/Cnj]=pedig", "readable": "pedig[/Cnj]", "twolevel": "p:p e:e d:d i:i g:g :[/Cnj]"}]	pedig	[/Cnj]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
társaság	" "	.	[{"lemma": "társaság", "tag": "[/N][Nom]", "morphana": "tár[/N]=tár+sas[/N]=sas+ág[/N]=ág+[Nom]=", "readable": "tár[/N] + sas[/N] + ág[/N] + [Nom]", "twolevel": "t:t á:á r:r :[/N] s:s a:a s:s :[/N] á:á g:g :[/N] :[Nom]"}, {"lemma": "társaság", "tag": "[/N][Nom]", "morphana": "társaság[/N]=társaság+[Nom]=", "readable": "társaság[/N] + [Nom]", "twolevel": "t:t á:á r:r s:s a:a s:s á:á g:g :[/N] :[Nom]"}]	társaság	[/N][Nom]
fel	" "	p260	[{"lemma": "fel", "tag": "[/Adv]", "morphana": "fel[/Adv]=fel", "readable": "fel[/Adv]", "twolevel": "f:f e:e l:l :[/Adv]"}, {"lemma": "fel", "tag": "[/Prev]", "morphana": "fel[/Prev]=fel", "readable": "fel[/Prev]", "twolevel": "f:f e:e l:l :[/Prev]"}]	fel	[/Prev]
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]
osztott	" "	v260	[{"lemma": "oszt", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "oszt[/V]=oszt+ott[Pst.NDef.3Sg]=ott", "readable": "oszt[/V] + ott[Pst.NDef.3Sg]", "twolevel": "o:o s:s z:z t:t :[/V] o:o t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "osztott", "tag": "[/Adj][Nom]", "morphana": "oszt[/V]=oszt+ott[_PerfPtcp/Adj]=ott+[Nom]=", "readable": "oszt[/V] + ott[_PerfPtcp/Adj] + [Nom]", "twolevel": "o:o s:s z:z t:t :[/V] o:o t:t t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "osztott", "tag": "[/Adj][Nom]", "morphana": "osztott[/Adj]=osztott+[Nom]=", "readable": "osztott[/Adj] + [Nom]", "twolevel": "o:o s:s z:z t:t o:o t:t t:t :[/Adj] :[Nom]"}]	osztott	[/Adj][Nom]
nyereségét	" "	.	[{"lemma": "nyereség", "tag": "[/N][Poss.3Sg][Acc]", "morphana": "nyereség[/N]=nyereség+e[Poss.3Sg]=é+t[Acc]=t", "readable": "nyereség[/N] + e[Poss.3Sg]=é + t[Acc]", "twolevel": "n:n y:y e:e r:r e:e s:s é:é g:g :[/N] é:e :[Poss.3Sg] t:t :[Acc]"}, {"lemma": "nyereség", "tag": "[/N][AnP][Acc]", "morphana": "nyereség[/N]=nyereség+é[AnP]=é+t[Acc]=t", "readable": "nyereség[/N] + é[AnP] + t[Acc]", "twolevel": "n:n y:y e:e r:r e:e s:s é:é g:g :[/N] é:é :[AnP] t:t :[Acc]"}]	nyereség	[/N][Poss.3Sg][Acc]
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]
vetheti	" "	.	[{"lemma": "vet", "tag": "[/V][_Mod/V][Prs.Def.3Sg]", "morphana": "vet[/V]=vet+het[_Mod/V]=het+i[Prs.Def.3Sg]=i", "readable": "vet[/V] + het[_Mod/V] + i[Prs.Def.3Sg]", "twolevel": "v:v e:e t:t :[/V] h:h e:e t:t :[_Mod/V] i:i :[Prs.Def.3Sg]"}]	vet	[/V][_Mod/V][Prs.Def.3Sg]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
társaság	" "	.	[{"lemma": "társaság", "tag": "[/N][Nom]", "morphana": "tár[/N]=tár+sas[/N]=sas+ág[/N]=ág+[Nom]=", "readable": "tár[/N] + sas[/N] + ág[/N] + [Nom]", "twolevel": "t:t á:á r:r :[/N] s:s a:a s:s :[/N] á:á g:g :[/N] :[Nom]"}, {"lemma": "társaság", "tag": "[/N][Nom]", "morphana": "társaság[/N]=társaság+[Nom]=", "readable": "társaság[/N] + [Nom]", "twolevel": "t:t á:á r:r s:s a:a s:s á:á g:g :[/N] :[Nom]"}]	társaság	[/N][Nom]
fel	" "	p261	[{"lemma": "fel", "tag": "[/Adv]", "morphana": "fel[/Adv]=fel", "readable": "fel[/Adv]", "twolevel": "f:f e:e l:l :[/Adv]"}, {"lemma": "fel", "tag": "[/Prev]", "morphana": "fel[/Prev]=fel", "readable": "fel[/Prev]", "twolevel": "f:f e:e l:l :[/Prev]"}]	fel	[/Prev]
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]
osztott	" "	v261	[{"lemma": "oszt", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "oszt[/V]=oszt+ott[Pst.NDef.3Sg]=ott", "readable": "oszt[/V] + ott[Pst.NDef.3Sg]", "twolevel": "o:o s:s z:z t:t :[/V] o:o t:t t:t :[Pst.NDef.3Sg]"}, {"lemma": "osztott", "tag": "[/Adj][Nom]", "morphana": "oszt[/V]=oszt+ott[_PerfPtcp/Adj]=ott+[Nom]=", "readable": "oszt[/V] + ott[_PerfPtcp/Adj] + [Nom]", "twolevel": "o:o s:s z:z t:t :[/V] o:o t:t t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "osztott", "tag": "[/Adj][Nom]", "morphana": "osztott[/Adj]=osztott+[Nom]=", "readable": "osztott[/Adj] + [Nom]", "twolevel": "o:o s:s z:z t:t o:o t:t t:t :[/Adj] :[Nom]"}]	osztott	[/Adj][Nom]
nyeresége	" "	.	[{"lemma": "nyereség", "tag": "[/N][Poss.3Sg][Nom]", "morphana": "nyereség[/N]=nyereség+e[Poss.3Sg]=e+[Nom]=", "readable": "nyereség[/N] + e[Poss.3Sg] + [Nom]", "twolevel": "n:n y:y e:e r:r e:e s:s é:é g:g :[/N] e:e :[Poss.3Sg] :[Nom]"}]	nyereség	[/N][Poss.3Sg][Nom]
után	" "	.	[{"lemma": "után", "tag": "[/Post]", "morphana": "után[/Post]=után", "readable": "után[/Post]", "twolevel": "u:u t:t á:á n:n :[/Post]"}]	után	[/Post]
