form	wsafter	testid
volt	""	.
,	" "	.
nem	" "	.
tekintette	" "	.
át	" "	.
a	" "	.
jogszabál	" "	.
yokat	""	.
.	"\n"	.

Az	" "	.
alkalmasság	" "	.
elbírálásába	" "	.
a	" "	.
jelenlegi	" "	.
használatba	" "	.
vevőt	" "	.
be	" "	p1
kell	" "	.
vonni	" "	v1
.	" "	.

"	"\n"	.
El	" "	p2
tud	" "	.
készülni	" "	v2
,	" "	.
egy	" "	.
ekkora	" "	.
létesítménynek	" "	.
egy	" "	.
hónap	" "	.
alatt	" "	.
el	" "	p1
kell	" "	.
tudni	" "	.
készülni	" "	v1
.	"\n"	.

(	""	.
Marsi	" "	.
Péter	" "	.
Pál	""	.
:	" "	.
Miért	""	.
,	" "	.
le	" "	p1
van	" "	.
zárva	" "	v1
a	" "	.
vita	""	.
?	""	.
)	"\n"	.

Megvártam	""	.
,	" "	.
amíg	" "	.
egy	" "	.
kicsit	" "	.
csend	" "	.
lesz	""	.
,	" "	.
mert	" "	.
a	" "	.
saját	" "	.
szavamat	" "	.
nem	" "	.
értem	""	.
,	" "	.
ami	" "	.
nem	" "	.
olyan	" "	.
nagy	" "	.
baj	""	.
,	" "	.
de	" "	.
a	" "	.
kérdésnek	" "	.
mégiscsak	" "	.
el	" "	p1
kell	" "	.
hangozni	" "	v1
.	"\n"	.

Ha	" "	.
azt	" "	.
mondom	""	.
,	" "	.
hogy	" "	.
2-300	" "	.
milliárd	" "	.
beruházásigényről	" "	.
van	" "	.
szó	""	.
,	" "	.
és	" "	.
ehhez	" "	.
képest	" "	.
3	" "	.
milliárd	" "	.
kerül	" "	v1
ide	" "	.
be	" "	p1
,	" "	.
akkor	" "	.
azt	" "	.
kell	" "	.
mondjam	""	.
,	" "	.
hogy	" "	.
az	" "	.
aránytalan	""	.
,	" "	.
ez	" "	.
így	" "	.
hiba	""	.
.	"\n"	.

Az	" "	.
elnyert	" "	.
támogatás	" "	.
kizárólag	" "	.
a	" "	.
tárgyévben	" "	.
meghirdetett	" "	.
tervpályázatok	" "	.
céljára	" "	.
használható	" "	v1
fel	" "	p1
.	"\n"	.
*	" "	.
Vissza	" "	p0
a	" "	.
tartalomjegyzékhez	"\n"	.
Ú	" "	.
vissza	" "	p0
a	" "	.
címlaphoz	"\n"	.
(	""	.
1)	" "	.
Minden	" "	.
sírhelytábla	" "	.
számát	" "	.
jelzőoszlopon	""	.
,	" "	.
a	" "	.
sírhelysorok	" "	.
és	" "	.
sírhelyek	" "	.
számát	" "	.
pedig	" "	.
a	" "	.
sorokon	" "	.
túl	" "	.
jól	" "	.
látható	" "	.
helyen	" "	.
fel	" "	p2
kell	" "	.
tüntetni	" "	v2
.	"\n"	.

Az	" "	.
erőmű	" "	.
építés	" "	.
vonatkozásában	" "	.
megvizsgálandó	" "	.
annak	" "	.
lehetősége	" "	.
is	""	.
,	" "	.
hogy	" "	.
a	" "	.
beruházás	" "	.
több	" "	.
lépcsőben	""	.
,	" "	.
3	" "	.
év	" "	.
alatt	" "	.
hogyan	" "	.
valósítható	" "	v1
meg	" "	p1
:	"\n"	.
A	" "	.
felsorolt	" "	.
megoldásoknak	" "	.
meg	" "	p2
kell	" "	.
felelni	" "	v2
a	" "	.
mindenkor	" "	.
érvényes	" "	.
forgalmi	" "	.
rend	" "	.
kialakítására	" "	.
vonatkozó	" "	.
jogszabálynak	""	.
.	"\n"	.

Ha	" "	.
tulajdonos	" "	.
túlszámlázást	" "	.
megállapító	" "	.
kifogása	" "	.
helytálló	""	.
,	" "	.
a	" "	.
többletösszeget	" "	.
és	" "	.
időarányos	" "	.
kamatait	" "	.
tulajdonos	" "	.
részére	" "	.
vissza	" "	p1
kell	" "	.
fizetni	" "	v1
,	" "	.
vagy	" "	.
kérésére	" "	.
azt	" "	.
az	" "	.
esedékes	" "	.
díjfizetési	" "	.
kötelezettségébe	" "	.
kell	" "	.
betudni	""	.
.	"\n"	.

(	""	.
11)	" "	.
A	" "	.
vonaljegyek	" "	.
vissza	" "	p1
nem	" "	.
válthatók	" "	v1
.	"\n"	.

Ezek	" "	.
mind-mind	" "	.
eltérő	" "	.
szabályokkal	" "	.
bonyolódnak	""	.
,	" "	.
s	" "	.
ember	" "	.
legyen	" "	.
a	" "	.
talpán	""	.
,	" "	.
akár	" "	.
felszámoló	""	.
,	" "	.
akár	" "	.
bíró	" "	.
az	" "	.
illető	""	.
,	" "	.
aki	" "	.
ezt	" "	.
folyamatában	" "	.
szakszerűen	" "	.
végig	" "	p1
tudja	" "	.
követni	" "	v1
.	"\n"	.

Vajon	" "	.
indokolt	" "	.
-e	""	.
,	" "	.
hogy	" "	.
a	" "	.
Szocialista	" "	.
Párt	" "	.
frakcióvezetője	" "	.
magyarázkodik	""	.
,	" "	.
hogy	" "	.
egy	" "	.
kormányzati	" "	.
szándék	" "	.
komoly	" "	.
és	" "	.
azt	" "	.
tényleg	" "	.
be	" "	p1
akarják	" "	.
tartani	" "	v1
,	" "	.
amit	" "	.
bejelentettek	""	.
?	"\n"	.

A	" "	.
történelemben	" "	.
eddig	" "	.
elő	" "	p1
nem	" "	.
fordult	" "	v1
feladatok	" "	.
elé	" "	.
kerültünk	""	.
,	" "	.
és	" "	.
ennek	" "	.
is	" "	.
viseljük	" "	.
gondokat	" "	.
okozó	" "	.
terhét	""	.
.	"\n"	.

Mi	" "	.
nem	" "	.
vagyunk	" "	.
egyértelműen	" "	.
az	" "	.
állami	" "	.
beavatkozásnak	" "	.
az	" "	.
ellenzői	""	.
.	" "	.

El	" "	p1
szeretném	" "	.
mondani	" "	v1
,	" "	.
sőt	""	.
,	" "	.
a	" "	.
Kisgazdapárt	" "	.
igényli	" "	.
az	" "	.
állam	" "	.
óvó	" "	.
és	" "	.
védő	" "	.
beavatkozását	" "	.
a	" "	.
gazdaságba	""	.
,	" "	.
hiszen	" "	.
ma	" "	.
nekünk	" "	.
azzal	" "	.
kell	" "	.
szembenézni	""	.
,	" "	.
hogy	" "	.
a	" "	.
Coca-Colával	" "	.
kell	" "	.
versenyezni	" "	.
a	" "	.
Szobi	" "	.
szörp	" "	.
családnak	""	.
.	"\n"	.

Tudomásunk	" "	.
van	" "	.
arról	""	.
,	" "	.
hogy	" "	.
ezt	" "	.
a	" "	.
törvényt	" "	.
az	" "	.
Opel	" "	.
meg	" "	p1
kívánja	" "	.
támadni	" "	v1
az	" "	.
Alkotmánybíróság	" "	.
előtt	""	.
.	"\n"	.

Én	" "	.
a	" "	.
sportegészségügy	""	.
,	" "	.
a	" "	.
sportbiztosításnak	" "	.
a	" "	.
maximális	" "	.
híve	" "	.
vagyok	""	.
,	" "	.
és	" "	.
aki	" "	.
erre	" "	.
áldozza	" "	.
az	" "	.
életét	""	.
,	" "	.
vagy	" "	.
aki	" "	.
nem	" "	.
az	" "	.
életét	" "	.
áldozza	" "	.
rá	" "	.
és	" "	.
nem	" "	.
sportból	""	.
,	" "	.
a	" "	.
sport	" "	.
eredményéből	" "	.
akar	" "	.
megélni	""	.
,	" "	.
hanem	" "	.
csak	" "	.
egészséges	" "	.
ember	" "	.
akar	" "	.
lenni	""	.
,	" "	.
annak	" "	.
is	" "	.
meg	" "	p1
kell	" "	.
adni	" "	v1
az	" "	.
esélyt	""	.
,	" "	.
hogy	" "	.
ellenőrzötten	""	.
,	" "	.
felügyelet	" "	.
mellett	" "	.
és	" "	.
erről	" "	.
a	" "	.
biztosítás	" "	.
mellett	" "	.
is	" "	.
eredményesen	" "	.
tevékenykedhessen	""	.
.	"\n"	.

Mert	" "	.
ha	" "	.
csak	" "	.
arra	" "	.
hegyezzük	" "	.
ki	" "	.
a	" "	.
kérdést	""	.
,	" "	.
hogy	" "	.
le	" "	p1
kell	" "	.
lőni	" "	v1
,	" "	.
azt	" "	.
meg	" "	p2
lehet	" "	.
csinálni	" "	v2
:	" "	.
el	" "	p3
lehet	" "	.
ejteni	" "	v3
a	" "	.
vadat	" "	.
teljesen	" "	.
titokban	""	.
,	" "	.
haza	" "	p4
lehet	" "	.
vinni	" "	v4
,	" "	.
lehet	" "	.
hasznosítani	""	.
.	"\n"	.

Az	" "	.
önkormányzat	" "	.
létrejöttétől	" "	.
eltelt	" "	.
időt	" "	.
azonban	" "	.
ki	" "	p1
kell	" "	.
értékelni	" "	v1
és	" "	.
meg	" "	p2
kell	" "	.
nézni	" "	v2
,	" "	.
hogy	" "	.
az	" "	.
a	" "	.
törvény	""	.
,	" "	.
amely	" "	.
jelenleg	" "	.
szabályozza	" "	.
az	" "	.
önkormányzatok	" "	.
működését	""	.
,	" "	.
mennyiben	" "	.
állja	" "	.
ki	" "	.
a	" "	.
gyakorlat	" "	.
próbáját	""	.
,	" "	.
és	" "	.
meg	" "	p3
kell	" "	.
találni	" "	v3
azokat	" "	.
a	" "	.
pontokat	""	.
,	" "	.
ahol	" "	.
kisebb-nagyobb	" "	.
változásokkal	" "	.
a	" "	.
rendszer	" "	.
működtethető	""	.
.	"\n"	.

Ugyanakkor	" "	.
rá	" "	p1
kell	" "	.
arra	" "	.
mutatnom	" "	v1
,	" "	.
hogy	" "	.
-	" "	.
a	" "	.
háromoldalú	" "	.
tárgyalásokat	" "	.
is	" "	.
beleszámítva	""	.
,	" "	.
amelyek	" "	.
közismerten	" "	.
1989-ben	" "	.
történtek	" "	.
-	" "	.
most	" "	.
már	" "	.
nyolc	" "	.
éve	" "	.
folyik	" "	.
az	" "	.
egész	" "	.
jogrendünk	" "	.
átalakítása	""	.
,	" "	.
és	" "	.
bizony	" "	.
megítélésem	" "	.
szerint	" "	.
ennek	" "	.
a	" "	.
nyolc	" "	.
évnek	" "	.
bőségesen	" "	.
elegendőnek	" "	.
kellett	" "	.
volna	" "	.
lennie	" "	.
ahhoz	""	.
,	" "	.
hogy	" "	.
egy	" "	.
új	" "	.
büntetőkódex	" "	.
kerüljön	" "	.
megalkotásra	""	.
.	"\n"	.

Emberarcúvá	" "	.
kell	" "	.
formálni	" "	.
s	" "	.
meg	" "	p1
kell	" "	.
nemesíteni	" "	v1
az	" "	.
ember	" "	.
tágabb	" "	.
környezetét	""	.
,	" "	.
és	" "	.
meg	" "	p2
kell	" "	.
teremtenie	" "	v2
az	" "	.
élelmiszereket	" "	.
és	" "	.
egyéb	" "	.
anyagokat	""	.
,	" "	.
amelyekre	" "	.
az	" "	.
emberiségnek	" "	.
szüksége	" "	.
van	""	.
.	"\n"	.

Most	" "	.
közlöm	" "	.
önnel	""	.
,	" "	.
az	" "	.
eddigi	" "	.
50	" "	.
százalékos	" "	.
fogyasztásiadó-visszatérítés	""	.
,	" "	.
ami	" "	.
a	" "	.
gázolajba	" "	.
be	" "	p1
volt	" "	.
építve	" "	v1
,	" "	.
most	" "	.
70	" "	.
százalékosra	" "	.
emelkedett	" "	.
fel	" "	.
1996.	" "	.
január	" "	.
1-jétől	""	.
;	" "	.
gépek	" "	.
beszerzéséhez	" "	.
és	" "	.
vásárlásához	" "	.
25	" "	.
százalék	" "	.
vissza	" "	p2
nem	" "	.
térítendő	" "	v2
támogatást	" "	.
biztosítunk	""	.
;	" "	.
beruházásokhoz	""	.
,	" "	.
építményekhez	" "	.
fix	" "	.
összegű	" "	.
támogatást	" "	.
adunk	""	.
,	" "	.
ami	" "	.
négyzetméterenként	" "	.
négyezertől	" "	.
nyolcezer	" "	.
forintig	" "	.
terjedhet	""	.
,	" "	.
és	" "	.
ez	" "	.
-	" "	.
még	" "	.
egyszer	" "	.
mondom	" "	.
-	" "	.
vissza	" "	p3
nem	" "	.
térítendő	" "	v3
támogatás	""	.
.	"\n"	.

Az	" "	.
elemzés	" "	.
alapján	" "	.
meg	" "	p1
kell	" "	.
tervezni	" "	v1
a	" "	.
lehetőségek	" "	.
szerinti	" "	.
legnagyobb	" "	.
közelítési	" "	.
költségeket	""	.
.	"\n"	.

Ez	" "	.
a	" "	.
központi	" "	.
szervezet	""	.
,	" "	.
amely	" "	.
nem	" "	.
más	""	.
,	" "	.
amelynek	" "	.
rendeltetése	" "	.
az	" "	.
lenne	""	.
,	" "	.
hogy	" "	.
a	" "	.
nemzetgazdaság	" "	.
szempontjából	" "	.
jelentős	" "	.
gazdasági	" "	.
visszaélések	" "	.
gyanújának	" "	.
felmerülése	" "	.
esetén	" "	.
nyomozást	" "	.
és	" "	.
operatív	" "	.
eljárást	" "	.
foganatosíthasson	""	.
.	" "	.

Meg	" "	p1
kell	" "	.
mondanom	" "	v1
,	" "	.
hogy	" "	.
ez	" "	.
egyáltalán	" "	.
nem	" "	.
ismeretlen	" "	.
dolog	" "	.
a	" "	.
nyugati	" "	.
gyakorlatban	""	.
,	" "	.
Nagy-Britanniában	""	.
,	" "	.
illetve	" "	.
Angliában	" "	.
már	" "	.
hatodik	" "	.
éve	" "	.
működik	" "	.
a	" "	.
kormány	" "	.
mellett	" "	.
egy	" "	.
ilyen	" "	.
szervezet	""	.
.	"\n"	.

Úgy	" "	.
gondolom	""	.
,	" "	.
úgy	" "	.
kellene	" "	.
ma	" "	.
innen	" "	.
elmennünk	""	.
,	" "	.
hogy	" "	.
közösen	" "	.
meg	" "	p1
tudnánk	" "	.
állapodni	" "	v1
néhány	" "	.
dologban	""	.
.	"\n"	.

A	" "	.
rendőrség	" "	.
katonai	" "	.
jellegű	" "	.
struktúrája	" "	.
érintetlenül	" "	.
maradt	" "	.
és	" "	.
ugyanez	" "	.
mondható	" "	v1
el	" "	p1
a	" "	.
többi	" "	.
fegyveres	" "	.
szervről	" "	.
is	""	.
.	"\n"	.

Feloldást	" "	.
egy	" "	.
más	" "	.
szervezeti	" "	.
struktúra	" "	.
hozhat	""	.
,	" "	.
ahol	" "	.
a	" "	.
tenni	" "	.
akarók	" "	.
megfelelő	" "	.
szerepet	""	.
,	" "	.
feladatot	""	.
,	" "	.
hatáskört	" "	.
kapnak	" "	.
-	" "	.
egyenértékű	" "	.
felelősség	" "	.
mellett	""	.
.	" "	.

Tovább	" "	.
kell	" "	.
erősíteni	" "	.
a	" "	.
tűzoltóság	" "	.
önkormányzati	" "	.
jellegét	""	.
,	" "	.
de	" "	.
fenn	" "	p1
kell	" "	.
tartani	" "	v1
az	" "	.
állami	" "	.
felügyelet	" "	.
rendszerét	""	.
,	" "	.
valamint	" "	.
a	" "	.
nem	" "	.
osztható	" "	.
feladatokat	""	.
,	" "	.
például	" "	.
az	" "	.
oktatási	" "	.
és	" "	.
műszaki	" "	.
fejlesztés	""	.
,	" "	.
kutatás	" "	.
tekintetében	""	.
.	"\n"	.

Én	" "	.
tehát	" "	.
mindenféleképpen	" "	.
még	" "	.
most	" "	.
is	""	.
,	" "	.
függetlenül	" "	.
attól	""	.
,	" "	.
hogy	" "	.
a	" "	.
bizottsági	" "	.
tárgyalások	" "	.
során	" "	.
a	" "	.
módosító	" "	.
indítványoknak	" "	.
ebben	" "	.
a	" "	.
szakaszában	" "	.
van	" "	.
néhány	""	.
,	" "	.
amely	" "	.
elfogadásra	" "	.
került	""	.
,	" "	.
mind	" "	.
a	" "	.
hatékonyságot	" "	.
és	" "	.
a	" "	.
gazdaságosságot	" "	.
szolgálja	""	.
,	" "	.
mint	" "	.
említettem	""	.
,	" "	.
azonban	" "	.
kicsit	" "	.
úgy	" "	.
érzem	""	.
,	" "	.
hogyha	" "	.
nincs	" "	.
meg	" "	.
a	" "	.
törvényben	" "	.
az	" "	.
a	" "	.
munkaszervezet	""	.
,	" "	.
amelyről	" "	.
most	" "	.
szóltam	""	.
,	" "	.
akkor	" "	.
csonka	" "	.
lesz	" "	.
ez	" "	.
a	" "	.
tevékenység	" "	.
ilyen	" "	.
szempontból	""	.
,	" "	.
hiszen	" "	.
akkor	" "	.
megvalósul	" "	.
az	""	.
,	" "	.
hogy	" "	.
oda	" "	p1
kell	" "	.
adni	" "	v1
a	" "	.
polgári	" "	.
titkosszolgálatokat	" "	.
irányító	" "	.
miniszter	" "	.
alárendeltségébe	""	.
,	" "	.
vagy	" "	.
valahol	" "	.
működtetni	" "	.
kell	""	.
,	" "	.
vagy	" "	.
pedig	" "	.
légüres	" "	.
tér	""	.
,	" "	.
amely	""	.
,	" "	.
azt	" "	.
hiszem	""	.
,	" "	.
számomra	" "	.
egyértelmű	""	.
,	" "	.
hogy	" "	.
működőképesség	" "	.
szempontjából	" "	.
bonyolult	" "	.
lesz	""	.
.	"\n"	.

Egyetlenegy	" "	.
esetben	" "	.
sem	" "	.
merült	" "	v1
azonban	" "	.
fel	" "	p1
a	" "	.
politikai	" "	.
megfontolás	""	.
.	"\n"	.

Éppen	" "	.
ezért	" "	.
tehát	" "	.
az	" "	.
az	" "	.
álláspontja	" "	.
a	" "	.
Fidesz-Magyar	" "	.
Polgári	" "	.
Párt	" "	.
parlamenti	" "	.
frakciójának	""	.
,	" "	.
hogy	" "	.
a	" "	.
humán	" "	.
privatizációs	" "	.
stratégiára	" "	.
nézve	" "	.
is	" "	.
a	" "	.
kormánynak	" "	.
be	" "	p1
kell	" "	.
nyújtania	" "	v1
egy	" "	.
országgyűlési	" "	.
határozati	" "	.
javaslatot	" "	.
és	" "	.
ezt	" "	.
a	" "	.
kérdést	" "	.
is	" "	.
meg	" "	p2
kell	" "	.
tárgyalnia	" "	v2
a	" "	.
parlamentnek	""	.
,	" "	.
nehogy	" "	.
áttekinthetetlen	" "	.
és	" "	.
később	" "	.
állandó	" "	.
viták	" "	.
kereszttüzébe	" "	.
kerülő	" "	.
privatizáció	" "	.
történjen	""	.
.	"\n"	.

Tudom	""	.
,	" "	.
hogy	" "	.
a	" "	.
főváros	" "	.
zászlajával	" "	.
foglalkozni	" "	.
-	" "	.
éppen	" "	.
az	" "	.
előbb	" "	.
idézett	" "	.
önkormányzatról	" "	.
szóló	" "	.
törvény	" "	.
előírásai	" "	.
alapján	" "	.
-	" "	.
az	" "	.
Országgyűlés	" "	.
mint	" "	.
olyan	" "	.
nem	" "	.
jogosult	""	.
,	" "	.
hiszen	" "	.
az	" "	.
csak	" "	.
a	" "	.
főváros	" "	.
képviselő-	" "	.
testülete	" "	.
által	" "	.
állapítható	" "	v1
meg	" "	p1
,	" "	.
rögzíthető	" "	.
és	" "	.
módosítható	""	.
.	"\n"	.

Ez	" "	.
pedig	" "	.
nem	" "	.
megy	" "	.
másként	""	.
,	" "	.
mint	" "	.
úgy	""	.
,	" "	.
hogy	" "	.
néha	" "	.
kellemetlen	" "	.
lépéseket	" "	.
is	" "	.
meg	" "	p1
kell	" "	.
tenni	" "	v1
,	" "	.
bármennyire	" "	.
is	" "	.
sajnáljuk	" "	.
azokat	" "	.
az	" "	.
embereket	""	.
,	" "	.
akik	" "	.
ebben	" "	.
a	" "	.
mai	" "	.
helyzetben	" "	.
elvesztik	" "	.
munkahelyeiket	""	.
.	"\n"	.

Elmúlt	" "	.
egy	" "	.
év	""	.
,	" "	.
és	" "	.
a	" "	.
statisztikai	" "	.
adatok	" "	.
valóban	" "	.
fel	" "	p1
kell	" "	.
hívják	" "	v1
a	" "	.
figyelmünket	" "	.
arra	""	.
,	" "	.
hogy	" "	.
a	" "	.
helyzet	" "	.
romlását	" "	.
valami	" "	.
módon	" "	.
meg	" "	p2
kell	" "	.
állítani	" "	v2
.	"\n"	.

Az	" "	.
átfogó	" "	.
módosító	" "	.
javaslat	" "	.
pontosan	" "	.
meg	" "	p1
fogja	" "	.
határozni	" "	v1
azokat	" "	.
a	" "	.
feltételeket	""	.
,	" "	.
amelyek	" "	.
megtartásával	" "	.
az	" "	.
intézményfenntartó	" "	.
önkormányzatok	" "	.
dönthetnek	""	.
.	"\n"	.

Az	" "	.
állampolgári	" "	.
jogok	" "	.
tiszteletben	" "	.
tartása	" "	.
mellett	" "	.
a	" "	.
korlátozott	" "	.
felelősségrevonási	" "	.
lehetőség	" "	.
miatt	" "	.
is	" "	.
ki	" "	p1
kellene	" "	.
zárni	" "	v1
a	" "	.
18.	" "	.
életévet	" "	.
be	" "	p2
nem	" "	.
töltött	" "	v2
személyek	" "	.
levéltári	" "	.
kutatását	""	.
.	"\n"	.

Nagyon	" "	.
rövid	" "	.
leszek	""	.
,	" "	.
mert	" "	.
bejelentkezett	" "	.
hozzászólóként	" "	.
majd	" "	.
még	" "	.
részletesebben	" "	.
ki	" "	p1
akarom	" "	.
fejteni	" "	v1
az	" "	.
önkormányzatok	" "	.
és	" "	.
a	" "	.
levéltárak	" "	.
kapcsolatát	""	.
.	"\n"	.

Úgy	" "	.
látom	""	.
,	" "	.
hogy	" "	.
az	" "	.
elmúlt	" "	.
napok	""	.
,	" "	.
hetek	" "	.
bebizonyították	""	.
,	" "	.
hogy	" "	.
ez	" "	.
csak	" "	.
félig-	" "	.
meddig	" "	.
sikerült	""	.
,	" "	.
hiszen	" "	.
kirobbant	" "	.
Magyarország	" "	.
és	" "	.
Szlovákia	" "	.
között	" "	.
az	" "	.
alapszerződéssel	" "	.
kapcsolatban	" "	.
egy	" "	.
meglehetősen	" "	.
éles	" "	.
hangvételű	" "	.
értelmezési	" "	.
vita	""	.
,	" "	.
ezért	" "	.
én	" "	.
szeretném	" "	.
az	" "	.
elérhető	" "	.
elérése	" "	.
céljából	" "	.
javasolni	" "	.
a	" "	.
Külügyminisztériumnak	""	.
,	" "	.
hogy	" "	.
a	" "	.
ratifikációs	" "	.
folyamattal	" "	.
kapcsolatban	" "	.
óvatosan	" "	.
járjon	" "	.
el	""	.
,	" "	.
és	" "	.
ne	" "	.
előzze	" "	.
meg	" "	.
semmiféleképpen	" "	.
az	" "	.
alapszerződés	" "	.
beterjesztése	" "	.
és	" "	.
ratifikációja	" "	.
a	" "	.
magyar	" "	.
parlamentben	" "	.
ugyanezt	" "	.
a	" "	.
folyamatot	""	.
,	" "	.
amely	" "	.
szintén	" "	.
meg	" "	p1
fog	" "	.
történni	" "	v1
a	" "	.
szlovák	" "	.
parlamentben	""	.
...	"\n"	.

Második	" "	.
kérdésként	" "	.
azt	" "	.
szeretném	" "	.
említeni	""	.
:	" "	.
a	" "	.
törvény	" "	.
elfogadása	" "	.
után	" "	.
kialakuló	" "	.
helyzet	" "	.
elő	" "	p1
fogja	" "	.
segíteni	" "	v1
,	" "	.
hogy	" "	.
a	" "	.
gazdálkodók	" "	.
-	" "	.
legyenek	" "	.
azok	" "	.
menedzserek	" "	.
vagy	" "	.
tulajdonosok	" "	.
-	" "	.
nagyobb	" "	.
biztonságban	" "	.
legyenek	""	.
,	" "	.
mint	" "	.
eddig	" "	.
voltak	""	.
.	"\n"	.

Azt	" "	.
hiszem	""	.
,	" "	.
külügyminiszter	" "	.
úrnak	" "	.
és	" "	.
a	" "	.
Külügyminisztériumnak	" "	.
nincs	" "	.
szüksége	" "	.
ilyen	" "	.
hírcsalásokra	""	.
,	" "	.
amelynek	" "	.
egyedüli	" "	.
egy	" "	.
célja	" "	.
volt	""	.
,	" "	.
hogy	" "	.
a	" "	.
magyar	" "	.
közvéleményben	""	.
,	" "	.
a	" "	.
magyar	" "	.
hallgatókban	" "	.
azt	" "	.
a	" "	.
meggyőződést	" "	.
keltse	""	.
,	" "	.
hogy	" "	.
a	" "	.
magyar	" "	.
Külügyminisztériumnak	" "	.
és	" "	.
Magyarországnak	" "	.
meg	" "	p1
kell	" "	.
kötni	" "	v1
a	" "	.
szerződést	" "	.
mindenáron	""	.
,	" "	.
még	" "	.
az	" "	.
ott	" "	.
élő	" "	.
magyarság	" "	.
kárára	" "	.
is	" "	.
azért	""	.
,	" "	.
hogy	" "	.
az	" "	.
Európai	" "	.
Unióba	""	.
,	" "	.
az	" "	.
európai	" "	.
nagy	" "	.
családba	" "	.
bejussunk	""	.
.	"\n"	.

Ugyanis	" "	.
az	" "	.
a	" "	.
földkoncentráció	""	.
,	" "	.
amiről	" "	.
itt	" "	.
Kis	" "	.
államtitkár	" "	.
úr	" "	.
is	" "	.
beszélt	""	.
,	" "	.
sajnos	" "	.
csak	" "	.
akkor	" "	.
érhető	" "	v1
el	" "	p1
,	" "	.
ha	" "	.
a	" "	.
földnek	" "	.
lesz	" "	.
tulajdonosa	""	.
,	" "	.
aki	" "	.
ezt	" "	.
a	" "	.
tulajdont	" "	.
koncentrálhatja	""	.
.	"\n"	.

Ha	" "	.
december	" "	.
11-én	" "	.
meg	" "	p1
tudnánk	" "	.
rendezni	" "	v1
a	" "	.
népszavazást	" "	.
is	" "	.
az	" "	.
önkormányzati	" "	.
választásokkal	""	.
,	" "	.
hiteles	" "	.
képet	" "	.
kapnának	""	.
,	" "	.
uraim	""	.
,	" "	.
önök	" "	.
is	""	.
,	" "	.
minden	" "	.
képviselő	""	.
,	" "	.
a	" "	.
magyar	" "	.
emberek	" "	.
véleményéről	""	.
.	"\n"	.

Képviselőtársaink	""	.
,	" "	.
mint	" "	.
ahogy	" "	.
elmondották	""	.
,	" "	.
arról	" "	.
beszéltek	""	.
,	" "	.
hogy	" "	.
meg	" "	p1
kell	" "	.
kezdeni	" "	v1
az	" "	.
ügyészi	" "	.
törvény	" "	.
vitáját	""	.
.	"\n"	.

De	" "	.
legalább	" "	.
annyira	" "	.
fontos	" "	.
általános	" "	.
érdek	" "	.
az	" "	.
egészségvédelem	" "	.
érdeke	""	.
,	" "	.
s	" "	.
ebben	" "	.
az	" "	.
esetben	" "	.
úgy	" "	.
tűnik	""	.
,	" "	.
hogy	" "	.
a	" "	.
színezés	" "	.
árt	" "	.
az	" "	.
egészségnek	""	.
.	" "	.

Meg	" "	p1
kell	" "	.
mondjam	" "	v1
,	" "	.
hogy	" "	.
például	" "	.
a	" "	.
száraztésztánál	" "	.
a	" "	.
hamisítás	" "	.
kifejezetten	" "	.
használ	" "	.
az	" "	.
egészségnek	""	.
,	" "	.
hiszen	" "	.
ha	" "	.
abból	" "	.
kifelejtik	" "	.
a	" "	.
tojást	" "	.
és	" "	.
azt	" "	.
-	" "	.
mondjuk	" "	.
-	" "	.
sáfránnyal	" "	.
pótolják	""	.
,	" "	.
attól	" "	.
még	" "	.
senkinek	" "	.
semmi	" "	.
baja	" "	.
nem	" "	.
lesz	""	.
,	" "	.
és	" "	.
sokkal	" "	.
kisebb	" "	.
a	" "	.
kockázata	" "	.
annak	""	.
,	" "	.
hogy	" "	.
szalmonellát	" "	.
kapjanak	""	.
.	"\n"	.

Két	" "	.
olyan	" "	.
kérdés	" "	.
van	""	.
,	" "	.
amiért	" "	.
a	" "	.
kormány	" "	.
előterjesztését	" "	.
el	" "	p1
lehet	" "	.
fogadni	" "	v1
,	" "	.
két	" "	.
olyan	" "	.
kérdés	" "	.
van	" "	.
-	" "	.
és	" "	.
nem	" "	.
a	" "	.
vállalkozói	" "	.
képességek	" "	.
elmaradása	" "	.
vagy	" "	.
a	" "	.
vállalkozói	" "	.
lehetőségek	" "	.
elmaradása	" "	.
az	" "	.
-,	" "	.
amelyben	" "	.
a	" "	.
kormány	" "	.
előterjesztését	" "	.
pozitívan	" "	.
lehetne	" "	.
fogadni	""	.
.	"\n"	.

Aztán	" "	.
kiderült	""	.
,	" "	.
hogy	" "	.
ez	" "	.
az	" "	.
egyetértés	" "	.
mégsem	" "	.
volt	" "	.
olyan	" "	.
teljes	""	.
,	" "	.
hogy	" "	.
Győriványi	" "	.
Sándornak	" "	.
csak	" "	.
oda	" "	.
volt	" "	.
gépelve	" "	.
a	" "	.
neve	""	.
,	" "	.
de	" "	.
nem	" "	.
írta	" "	.
alá	" "	.
-	" "	.
tehát	" "	.
ez	" "	.
a	" "	.
konszenzus	" "	.
nem	" "	.
volt	" "	.
annyira	" "	.
felhőtlen	""	.
,	" "	.
mint	" "	.
ahogy	" "	.
az	" "	.
az	" "	.
előadó	" "	.
beszédéből	" "	.
kitünt	""	.
.	" "	.

Meg	" "	p2
kell	" "	.
mondanom	" "	v2
,	" "	.
